From;FromProperty;FromValue;To;ToProperty;ToValue;Name;Cardinalities
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=5;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=5;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=5;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=5;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=5;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=5;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=5;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=5;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=INDEFINIDO;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;2 AÑOS;Trd;name;GESTION=2 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;5 AÑOS;Trd;name;GESTION=5 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;5 AÑOS;Trd;name;GESTION=5 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;5 AÑOS;Trd;name;GESTION=5 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;5 AÑOS;Trd;name;GESTION=5 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;5 AÑOS;Trd;name;GESTION=5 Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;AÑO ACTUAL;Trd;name;GESTION=ANO ACTUAL Y CENTRAL=15;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;AÑO ACTUAL;Trd;name;GESTION=ANO ACTUAL Y CENTRAL=2;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;AÑO ACTUAL;Trd;name;GESTION=ANO ACTUAL Y CENTRAL=2;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;AÑO ACTUAL;Trd;name;GESTION=ANO ACTUAL Y CENTRAL=2;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;AÑO ACTUAL;Trd;name;GESTION=ANO ACTUAL Y CENTRAL=5;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;AÑO ACTUAL;Trd;name;GESTION=ANO ACTUAL Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;AÑO ACTUAL;Trd;name;GESTION=ANO ACTUAL Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;AÑO ACTUAL;Trd;name;GESTION=ANO ACTUAL Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;AÑO ACTUAL;Trd;name;GESTION=ANO LECTIVO Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;AÑO ACTUAL;Trd;name;GESTION=ANO LECTIVO Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;CONSERVACION TOTAL;Trd;name;GESTION=CONSERVACIÓN TOTAL Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;INDEFINIDO;Trd;name;GESTION=INDEFINIDO Y CENTRAL=N.A;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;N.A;Trd;name;GESTION=N.A Y CENTRAL=100;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;PERMANENCIA DEL ALUMNO;Trd;name;GESTION=PERMANENCIA DEL ALUMNO Y CENTRAL=5;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;PERMANENCIA DEL EMPLEADO;Trd;name;GESTION=PERMANENCIA DEL EMPLEADO Y CENTRAL=100;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;PERMANENCIA DEL EMPLEADO;Trd;name;GESTION=PERMANENCIA DEL EMPLEADO Y CENTRAL=100;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;PERMANENCIA DEL EMPLEADO;Trd;name;GESTION=PERMANENCIA DEL EMPLEADO Y CENTRAL=100;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;PERMANENCIA DEL EMPLEADO;Trd;name;GESTION=PERMANENCIA DEL EMPLEADO Y CENTRAL=100;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;PERMANENCIA DEL EMPLEADO;Trd;name;GESTION=PERMANENCIA DEL EMPLEADO Y CENTRAL=100;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;PERMANENCIA DEL EMPLEADO;Trd;name;GESTION=PERMANENCIA DEL EMPLEADO Y CENTRAL=100;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;PERMANENCIA DEL EMPLEADO;Trd;name;GESTION=PERMANENCIA DEL EMPLEADO Y CENTRAL=100;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;PERMANENCIA DEL EMPLEADO;Trd;name;GESTION=PERMANENCIA DEL EMPLEADO Y CENTRAL=100;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;PERMANENCIA DEL EMPLEADO;Trd;name;GESTION=PERMANENCIA DEL EMPLEADO Y CENTRAL=100;gestion;Uno a Muchos Bidirecccional No.5
DocumentalRetention;name;PERMANENCIA DEL EMPLEADO;Trd;name;GESTION=PERMANENCIA DEL EMPLEADO Y CENTRAL=5;gestion;Uno a Muchos Bidirecccional No.5
