String;String;String;String;String;Double;Predio
nomenclatura;predial;code;estrato;matricula;area;
C 26 22 138;;CL26;;;;
LOCAL No.1;;L1P1;;;;
LOCAL No.2;;L2P1;;;;
LOCAL No.3;;L3P1;;;;
LOCAL No.4;;L4P1;;;;
LOCAL No.5;;L5P1;;;;
APTO 201;;A201;;;;
APTO 202;;A202;;;;
